Steps,Time (ns),RMSD_rec,RMSD_lig
0.0,0.0,1.0528648066129889,1.1003418086037544
1.0,4e-06,1.0607859927597523,1.048602334307395
2.0,8e-06,1.009228667573683,1.0401296413990144
3.0,1.2e-05,0.9497890787501162,0.98734661092046
4.0,1.6e-05,0.9791332187923678,0.9979652136861427
5.0,1.9999999999999998e-05,0.9762125016080232,1.0368710244342114
6.0,2.4e-05,1.0164415203360557,1.017280232892058
7.0,2.8e-05,0.9999477631334257,1.0588466187203625
8.0,3.2e-05,1.0580392861752248,1.0721756723427158
9.0,3.6e-05,1.0473316429082171,1.0389790405617902
10.0,3.9999999999999996e-05,1.0217092073001557,1.0112382659532022
11.0,4.4e-05,0.998572879803341,0.9734586974528496
12.0,4.8e-05,0.9919959978347537,0.9641974991443734
13.0,5.2e-05,0.9526897405970527,0.9227968744806615
14.0,5.6e-05,1.0176857413712175,0.9448858013005673
15.0,5.9999999999999995e-05,1.0121738854046078,0.924735122446212
16.0,6.4e-05,1.0166662485580384,0.9301616968576841
17.0,6.8e-05,0.9835866236368789,0.9054658832271119
18.0,7.2e-05,0.9637556948360394,0.9275030032001972
19.0,7.599999999999999e-05,0.9703765136575916,0.9451082027097748
20.0,7.999999999999999e-05,0.9191664478418671,0.9166380377408547
21.0,8.4e-05,0.8942974663256964,0.9379695048949275
22.0,8.8e-05,0.90201028898451,0.9110927190162931
23.0,9.2e-05,0.9128824209199004,0.9355966510477451
24.0,9.6e-05,0.9177432217411567,0.9549564913198019
25.0,9.999999999999999e-05,0.8741623309399666,0.9384938114019601
26.0,0.000104,0.8931999399144352,0.9879628142523205
27.0,0.000108,0.8723334941134829,0.9562576267907248
28.0,0.000112,0.9159949012405202,0.9259223416052782
29.0,0.000116,0.9449707109562357,0.9288891581233707
30.0,0.00011999999999999999,0.9163415476022454,0.9256102038298387
31.0,0.000124,0.8809703120626555,0.9027961727365043
32.0,0.000128,0.8581349675477559,0.9180371061754001
33.0,0.00013199999999999998,0.8909277022298467,0.9661186732272666
34.0,0.000136,0.8728565571492948,0.9474751144994044
35.0,0.00014,0.8997577087197541,0.9735232196675438
36.0,0.000144,0.9389068523045473,0.954534114347033
37.0,0.000148,0.915302249049741,0.8966991506139053
38.0,0.00015199999999999998,0.8903586042462939,0.9266191250821941
39.0,0.000156,0.8595088373303956,0.9738957664882503
40.0,0.00015999999999999999,0.8557997165521776,0.9315233366068323
41.0,0.000164,0.8502489860430102,0.9847587933044034
42.0,0.000168,0.8867310316563672,1.0256927187105815
43.0,0.00017199999999999998,0.8866784911353771,1.001756907062422
44.0,0.000176,0.8286965891049185,0.9862066517644998
45.0,0.00017999999999999998,0.8492248622766568,0.9455213984372113
46.0,0.000184,0.8835535862483102,0.9390089960382226
47.0,0.000188,0.9373684201614975,0.9037796043401648
48.0,0.000192,0.903124901074861,0.9117753685121095
49.0,0.000196,0.9458578574938739,0.9620683711746145
50.0,0.00019999999999999998,0.9156646040365236,0.9818761109608076
51.0,0.000204,0.9163860887960572,0.9708326099990249
52.0,0.000208,0.9097545162463033,0.9945400418606816
53.0,0.000212,0.9208944152441543,0.981322884616619
54.0,0.000216,0.924094026216054,1.0482884229573788
55.0,0.00021999999999999998,0.8724298596994423,1.03798545397883
56.0,0.000224,0.9372072282427214,1.0296933887260056
57.0,0.00022799999999999999,0.9321276696360619,1.0370299940485501
58.0,0.000232,0.9431248875441501,1.039245472466742
59.0,0.000236,0.9332330311631759,1.0219728780109492
60.0,0.00023999999999999998,0.9552852470625306,0.9717667517662908
61.0,0.000244,0.9388389580796219,0.9789004844218286
62.0,0.000248,0.9103334416212807,0.9738188606051362
63.0,0.000252,0.83387992645029,0.9343706995805062
64.0,0.000256,0.8588115924608795,0.9001871675880058
65.0,0.00026,0.833795302897713,0.9341448337600884
66.0,0.00026399999999999997,0.8748468615231698,0.8872716034758589
67.0,0.000268,0.88120007555691,0.8571194752123534
68.0,0.000272,0.9117685302809493,0.8725923872770127
69.0,0.000276,0.9171260266198172,0.8686135907938407
70.0,0.00028,0.9266800813434274,0.9002959452506486
71.0,0.00028399999999999996,0.9695076256497749,0.9289629536027102
72.0,0.000288,0.997075009371799,0.9450798862955956
73.0,0.000292,0.9628262961237545,0.9271954819504707
74.0,0.000296,0.9584091553156078,0.9423573311916554
75.0,0.0003,0.9260739366188254,0.9008461026785333
76.0,0.00030399999999999996,0.8871616549196049,0.8939189785675159
77.0,0.000308,0.9437612051126447,0.9278426071106072
78.0,0.000312,0.9303277979961888,0.8973473630657981
79.0,0.000316,0.959721384052411,0.9029190474022923
80.0,0.00031999999999999997,0.9236314340295992,0.9315087081214983
81.0,0.00032399999999999996,0.8989786913563375,0.9410323306457213
82.0,0.000328,0.8773021191088304,0.8964145896912488
83.0,0.000332,0.8536340792302499,0.8663152029855404
84.0,0.000336,0.8849722024991092,0.8765651884276221
85.0,0.00033999999999999997,0.8725381893626827,0.8866444494686642
86.0,0.00034399999999999996,0.8682139267133495,0.8333423311617671
87.0,0.000348,0.8648636040914958,0.8327023423108997
88.0,0.000352,0.875740178655498,0.8628060123802496
89.0,0.000356,0.8669410982287087,0.9059184976820013
90.0,0.00035999999999999997,0.8891073124875414,0.9113907862202497
91.0,0.00036399999999999996,0.8838227430095903,0.9053438125564371
92.0,0.000368,0.885892307437749,0.9106768600070632
93.0,0.000372,0.8120353916851731,0.9278869601520358
94.0,0.000376,0.8433173302914572,0.923510026341325
95.0,0.00037999999999999997,0.8795042797451884,0.9296330161317058
96.0,0.000384,0.8720369007962671,0.8892666343487087
97.0,0.000388,0.8852579176503582,0.9060515686489508
98.0,0.000392,0.9020897321039801,0.9456067175095408
99.0,0.000396,0.8588861940992804,0.908667897788255
100.0,0.00039999999999999996,0.8755865975766097,0.9293455981995131
101.0,0.000404,0.833803670438069,0.9445997408266443
102.0,0.000408,0.824696366189379,0.9296976647271414
103.0,0.000412,0.8117710202572537,0.9145780602515026
104.0,0.000416,0.8425606154122551,0.9337780453072098
105.0,0.00041999999999999996,0.8573176892386751,0.9518322570426858
106.0,0.000424,0.8833979746910161,0.9307482081878502
107.0,0.000428,0.8721835282074969,0.8619186697897616
108.0,0.000432,0.8259687334188324,0.8850996698435444
109.0,0.00043599999999999997,0.8271123802301326,0.8436820319063981
110.0,0.00043999999999999996,0.8197976771603541,0.9170735540234267
111.0,0.000444,0.8568058057233997,0.8772535677918026
112.0,0.000448,0.8483766653024106,0.8660305103867225
113.0,0.000452,0.868481626365063,0.8898985587593657
114.0,0.00045599999999999997,0.8437884096406828,0.913342257024832
115.0,0.00045999999999999996,0.8440896520400111,0.9186552572661394
116.0,0.000464,0.8437188380497989,0.9347712011960762
117.0,0.000468,0.8721812551261764,0.9603320429185656
118.0,0.000472,0.8945957419856371,0.9617144646690713
119.0,0.00047599999999999997,0.8908864119245679,0.973831037281627
120.0,0.00047999999999999996,0.8599020027413473,0.9439327102134399
121.0,0.000484,0.8824521819692293,0.9591673407322437
122.0,0.000488,0.8696714970972081,0.9242309854820742
123.0,0.0004919999999999999,0.8678794468709718,0.9348029969551462
124.0,0.000496,0.8307104895673662,0.9426686630900385
125.0,0.0005,0.8278938070285031,0.9492520158593236
126.0,0.000504,0.8290834175227957,0.9246441084258579
127.0,0.000508,0.8687234631136904,0.9242906115876337
128.0,0.000512,0.8449388581693129,0.9409681494729693
129.0,0.000516,0.8991288316531892,0.9265134783711304
130.0,0.00052,0.8995998984983713,0.9155342631795972
131.0,0.0005239999999999999,0.8667049266106162,0.8996641675961892
132.0,0.0005279999999999999,0.8651347596656882,0.8615908066545408
133.0,0.000532,0.8632375862652899,0.8814727103754492
134.0,0.000536,0.8251615868931804,0.8944402057507306
135.0,0.00054,0.8229711922943301,0.9191139509562245
136.0,0.000544,0.8080707170773115,0.854557874107625
137.0,0.000548,0.8409876882441658,0.8525538180052904
138.0,0.000552,0.8293222735893669,0.8930664772315665
139.0,0.000556,0.8202016125067728,0.8838715287833983
140.0,0.00056,0.8518421374648424,0.891508344706961
141.0,0.0005639999999999999,0.8594848568798998,0.8834232109562243
142.0,0.0005679999999999999,0.887229297487631,0.8728504439944529
143.0,0.000572,0.8432075667038975,0.8934207058831163
