# /home/btan/Software/WHAM/wham/wham/wham 0.0 0.36 200 1e-06 300 0 /home/btan/Documents/CRBN_len_CK1a/umbrella_sampling/RMSD/results/backbone_RMSD/CRBN_lenwithCK1a/run2/RED/metafile.txt /home/btan/Documents/CRBN_len_CK1a/umbrella_sampling/RMSD/results/backbone_RMSD/CRBN_lenwithCK1a/run2/RED/pmf.txt
#Number of windows = 10
#Iteration 10:  0.087762
#Iteration 20:  0.037601
#Iteration 30:  0.020855
#Iteration 40:  0.013292
#Iteration 50:  0.010996
#Iteration 60:  0.010682
#Iteration 70:  0.010097
#Iteration 80:  0.009235
#Iteration 90:  0.008312
#Iteration 100:  0.007420
0.000900	inf	0.000000
0.002700	inf	0.000000
0.004500	inf	0.000000
0.006300	inf	0.000000
0.008100	inf	0.000000
0.009900	inf	0.000000
0.011700	inf	0.000000
0.013500	inf	0.000000
0.015300	inf	0.000000
0.017100	inf	0.000000
0.018900	inf	0.000000
0.020700	inf	0.000000
0.022500	inf	0.000000
0.024300	inf	0.000000
0.026100	inf	0.000000
0.027900	inf	0.000000
0.029700	inf	0.000000
0.031500	inf	0.000000
0.033300	inf	0.000000
0.035100	inf	0.000000
0.036900	inf	0.000000
0.038700	inf	0.000000
0.040500	inf	0.000000
0.042300	inf	0.000000
0.044100	inf	0.000000
0.045900	inf	0.000000
0.047700	inf	0.000000
0.049500	inf	0.000000
0.051300	inf	0.000000
0.053100	inf	0.000000
0.054900	inf	0.000000
0.056700	inf	0.000000
0.058500	inf	0.000000
0.060300	inf	0.000000
0.062100	inf	0.000000
0.063900	inf	0.000000
0.065700	inf	0.000000
0.067500	12.879809	8.541424
0.069300	11.087941	173.658988
0.071100	9.876452	1330.925408
0.072900	8.770280	8545.207433
0.074700	7.855237	39788.413433
0.076500	7.030711	159113.908599
0.078300	6.376876	477579.232130
0.080100	5.821720	1214343.177929
0.081900	5.337757	2739441.629457
0.083700	4.903795	5681707.351307
0.085500	4.516071	10902850.770216
0.087300	4.167179	19599785.787742
0.089100	3.851240	33335332.802507
0.090900	3.499712	60192216.469662
0.092700	3.138492	110471912.536110
0.094500	2.792495	197628532.396445
0.096300	2.490678	328241361.381156
0.098100	2.220619	516835146.456467
0.099900	2.015929	729099748.367447
0.101700	1.795169	1056707338.266591
0.103500	1.646516	1356688268.212034
0.105300	1.530694	1648301539.605868
0.107100	1.472953	1816313668.945004
0.108900	1.462529	1848421995.683838
0.110700	1.464647	1841852768.980932
0.112500	1.460199	1855674498.564363
0.114300	1.433703	1940196193.826849
0.116100	1.413539	2007089294.430199
0.117900	1.303310	2415685258.056396
0.119700	1.170304	3020939728.859337
0.121500	1.019983	3889420384.600376
0.123300	0.837290	5287634518.601839
0.125100	0.684266	6838762902.758516
0.126900	0.590713	8003442308.368841
0.128700	0.500250	9317945716.337191
0.130500	0.463189	9916916117.641277
0.132300	0.419400	10674439323.311172
0.134100	0.408637	10869327770.383961
0.135900	0.463951	9904230986.334656
0.137700	0.446258	10203217593.034084
0.139500	0.456802	10023962562.274239
0.141300	0.436785	10367005849.442495
0.143100	0.419236	10677380456.868118
0.144900	0.422938	10611137897.427143
0.146700	0.432740	10437740201.700037
0.148500	0.391093	11194651446.478533
0.150300	0.327307	12461733619.225637
0.152100	0.306950	12895553923.156893
0.153900	0.241965	14384097783.225334
0.155700	0.191672	15653073083.077942
0.157500	0.177174	16039253970.068134
