Steps,Time (ns),RMSD_rec,RMSD_lig
0.0,0.0,1.1994716837708272,1.1619837031811089
1.0,4e-06,1.1899800524326873,1.1971088469444329
2.0,8e-06,1.167051958774191,1.1474072823122496
3.0,1.2e-05,1.201743687584703,1.1626032690795782
4.0,1.6e-05,1.1806410188827396,1.147891210685101
5.0,1.9999999999999998e-05,1.1837425910385175,1.1096135743554565
6.0,2.4e-05,1.179309714743981,1.0450774586096347
7.0,2.8e-05,1.1828835274772922,1.0054908454842433
8.0,3.2e-05,1.1697863399892359,0.9928621572757912
9.0,3.6e-05,1.157487030323756,1.0158991271767956
10.0,3.9999999999999996e-05,1.1290934627535394,0.9678395107388839
11.0,4.4e-05,1.0465199720912992,0.9786899415496543
12.0,4.8e-05,1.0630876271905623,0.9815802043132957
13.0,5.2e-05,1.0904647559650775,0.9725775967327717
14.0,5.6e-05,1.0552809178375542,0.9703724301061162
15.0,5.9999999999999995e-05,1.0320795831979852,0.9737933930820235
16.0,6.4e-05,1.0142886858418225,0.9810954639775236
17.0,6.8e-05,1.040247605984228,1.0037045339256188
18.0,7.2e-05,1.0631886397740573,1.0108739373608215
19.0,7.599999999999999e-05,1.0400615608291206,1.0219551314524025
20.0,7.999999999999999e-05,1.0207237260255733,1.0102284928509164
21.0,8.4e-05,0.9863255396822218,0.9814715326099162
22.0,8.8e-05,1.0175488477068804,0.943598720080765
23.0,9.2e-05,0.9962140479844768,0.9474446279478672
24.0,9.6e-05,1.0360815463845794,0.9610885811210178
25.0,9.999999999999999e-05,1.0261176475363818,0.9761026981397607
26.0,0.000104,1.0199332175344902,0.9929832965953402
27.0,0.000108,1.0310127272761351,0.968540445898486
28.0,0.000112,1.0532507147635213,0.9467884195135008
29.0,0.000116,1.0588855904070988,0.9083430923422052
30.0,0.00011999999999999999,1.0463968879881544,0.9278277704634376
31.0,0.000124,1.0161613267686112,0.9332903403283531
32.0,0.000128,1.036027400315081,0.9108332320865675
33.0,0.00013199999999999998,1.0293516056711027,0.9241234799152832
34.0,0.000136,0.9823629934942106,0.9255684157309939
35.0,0.00014,0.9563004068389327,0.9084452636986957
36.0,0.000144,0.963369412689018,0.9054990124049542
37.0,0.000148,0.9979422179426949,0.9032053515450575
38.0,0.00015199999999999998,0.9983087544994274,0.9365752886258306
39.0,0.000156,0.9676839298561839,0.9373670343814466
40.0,0.00015999999999999999,0.9858221251120862,0.9059432391275252
41.0,0.000164,1.0104938141997133,0.9219042806833494
42.0,0.000168,1.041274232061625,0.920014226137235
43.0,0.00017199999999999998,0.9454450691739796,0.9362574146414832
44.0,0.000176,0.9738261214015935,0.924097415957778
45.0,0.00017999999999999998,0.9834197994115081,0.9270154217469531
46.0,0.000184,0.9930340190954177,0.918776982759053
47.0,0.000188,0.9765753366398211,0.9084935655915036
48.0,0.000192,1.0451601191212514,0.9256731644656774
49.0,0.000196,1.0181594293475025,0.9235918306084246
50.0,0.00019999999999999998,1.020561992859315,0.9167950794903766
51.0,0.000204,1.0244005265574332,0.9282454247527341
52.0,0.000208,0.9874313322149181,0.9233087273370939
53.0,0.000212,0.9443733454133358,0.9449047884104866
54.0,0.000216,0.9399609572053875,0.9326020070257307
55.0,0.00021999999999999998,0.9420293314342032,0.9104478330582143
56.0,0.000224,0.9521317130232989,0.9289107957952851
57.0,0.00022799999999999999,0.9798248300973494,0.9253019784704704
58.0,0.000232,1.0522368516300993,0.8758269378483462
59.0,0.000236,1.019811974635439,0.8743711677597015
60.0,0.00023999999999999998,0.9966707595913626,0.8752693847874202
